,address,long,lat,data_url,price_$CAN,beds,baths,sqft,type
1133,"10 Park Lawn Rd, Toronto, Ontario",-79.483934,43.623221,/CA/Condo-For-Sale/ON/Toronto/Mimico/10-Park-Lawn-Rd/84388597.html,"$635,000 CAD",2 Beds,2 Baths,799 Sqft,Condo
1134,"20 Tubman Ave, Toronto, Ontario",-79.359362,43.660605,/CA/Condo-For-Sale/ON/Toronto/Regent-Park-Trefann-Court/20-Tubman-Ave/83504324.html,"$595,000 CAD",1 Bed,1 Bath,730 Sqft,Condo
1135,"62 Lynd Avenue, Toronto, Ontario",-79.449065,43.651321,/CA/Home-For-Sale/ON/Toronto/Roncesvalles/62-Lynd-Avenue/86999225.html,"$1,198,000 CAD",3 Beds,2 Baths,--,Single family
1136,"1151 Markham Rd., Toronto, Ontario",-79.231107,43.776168,/CA/Condo-For-Sale/ON/Toronto/Curran-Hall/1151-Markham-Rd/85799236.html,"$542,990 CAD",1 Bed,1 Bath,678 Sqft,Condo
1137,"51 East Liberty St, Toronto, Ontario",-79.412811,43.638563,/CA/Condo-For-Sale/ON/Toronto/King-West-Village/51-East-Liberty-St/85319469.html,"$499,000 CAD",1 Bed,1 Bath,--,Condo
1138,"65 East Liberty St, Toronto, Ontario",-79.414143,43.638158,/CA/Condo-For-Sale/ON/Toronto/King-West-Village/65-East-Liberty-St/85245741.html,"$574,900 CAD",1 Bed,1 Bath,--,Condo
1139,"30 Ordnance St, Toronto, Ontario",-79.409769,43.639732,/CA/Condo-For-Sale/ON/Toronto/Fort-York/30-Ordnance-St/84388604.html,"$699,000 CAD",1 Bed,1 Bath,699 Sqft,Condo
1140,"Liberty Market Tower, Toronto, Ontario",-79.417796,43.638325,/CA/Condo-For-Sale/ON/Toronto/King-West-Village/Liberty-Market-Tower/85649986.html,"$600,000 CAD",--,--,--,Condo
1141,"Lake & Town Urban Townhomes, Etobicoke, Ontario",-79.5656,43.6436,/CA/Home-For-Sale/ON/Toronto/Bloordale-West-Mall/Lake-Town-Urban-Townhomes/86557282.html,"$625,000 CAD",2 Beds,2 Baths,900 Sqft,Townhouse
1142,"No 55 Mercer Condos, Toronto, Ontario",-79.391724,43.645299,/CA/Home-For-Sale/ON/Toronto/Entertainment-District/No-55-Mercer-Condos/85825900.html,"$600,000 CAD",--,--,--,Residential
1143,"280 Keele Street , Toronto, Ontario",-79.464562,43.665248,/CA/Home-For-Sale/ON/Toronto/West-End-Toronto/High-Park/280-Keele-Street-/85914340.html,"$1,498,000 CAD",6 Beds,3 Baths,--,Single family
1144,"102 Resurrection Road, Toronto, Ontario",-79.3849,43.6529,/CA/Home-For-Sale/ON/Toronto/Islington-Village/102-Resurrection-Road/86999199.html,"$799,000 CAD",2 Beds,1 Bath,--,Townhouse
1145,"85 Queens Wharf Rd, Toronto, Ontario",-79.398839,43.638833,/CA/Condo-For-Sale/ON/Toronto/Cityplace/85-Queens-Wharf-Rd/85246442.html,"$485,000 CAD",--,1 Bath,--,Condo
1146,"17 Zorra St Toronto Ontario M8Z4Z6, Toronto, Ontario",-79.521545,43.621156,/CA/Home-For-Sale/ON/Toronto/The-Queensway/17-Zorra-St-Toronto-Ontario-M8Z4Z6/80549771.html,"$499,990 CAD",2 Beds,2 Baths,--,Apartment
1147,"No address available, Toronto, Ontario",-79.383403,43.775282,/CA/Home-For-Sale/ON/Toronto/Bayview-Village/No-address-available/85781258.html,"$3,858,000 CAD",4 Beds,6 Baths,--,Residential
1148,"14 Tucker St Thorold (Niagara) Ontario, Toronto, Ontario",-79.305865,43.716326,/CA/Home-For-Sale/ON/Toronto/Parkview-Hills/14-Tucker-St-Thorold-Niagara-Ontario/87198740.html,"$650,000 CAD",--,--,--,Residential
1149,"33 Shore Breeze Dr, Toronto, Ontario",-79.478979,43.623426,/CA/Condo-For-Sale/ON/Toronto/Humber-Bay/33-Shore-Breeze-Dr/83854942.html,"$649,000 CAD",1 Bed,1 Bath,699 Sqft,Condo
1150,"Central Etobicoke, Toronto, Ontario",-79.5602,43.6609,/CA/Home-For-Sale/ON/Toronto/West-Deane-Park/Central-Etobicoke/85243822.html,"$1,150,000 CAD",3 Beds,2 Baths,--,Residential
1151,"Sky Tower One Yonge Condos - 11 Yonge Street, Toronto, Ontario",-79.3849,43.6529,/CA/Home-For-Sale/ON/Toronto/Bay-Street-Corridor/Sky-Tower-One-Yonge-Condos-11-Yonge-Street/86526155.html,"$769,900 CAD",1 Bed,1 Bath,550 Sqft,Apartment
1152,"175 Norseman St, Toronto, Ontario",-79.521797,43.633355,/CA/Home-For-Sale/ON/Toronto/The-Queensway/175-Norseman-St/85243796.html,"$1,029,900 CAD",3 Beds,3 Baths,--,Residential
1153,"88 Queen Condos, Toronto, Ontario",-79.374653,43.65368,/CA/Condo-For-Sale/ON/Toronto/Garden-District/88-Queen-Condos/85826116.html,"$600,000 CAD",--,--,--,Condo
1154,"130 Resurrection Road, Toronto, Ontario",-79.531388,43.644483,/CA/Home-For-Sale/ON/Toronto/Islington-Village/130-Resurrection-Road/84039230.html,"$789,000 CAD",3 Beds,2 Baths,--,Townhouse
1155,"250 Manitoba St, Toronto, Ontario",-79.489962,43.624447,/CA/Condo-For-Sale/ON/Toronto/Mimico/250-Manitoba-St/85243803.html,"$729,000 CAD",2 Beds,2 Baths,--,Condo
1156,"2855 Bloor Street W  209, Toronto, Ontario",-79.500319,43.649532,/CA/Condo-For-Sale/ON/Toronto/Sunnylea/2855-Bloor-Street-W-/80433860.html,"$1,269,000 CAD",2 Beds,2 Baths,--,Condo
1157,"10 Park Lawn Rd, Toronto, Ontario",-79.483934,43.623221,/CA/Condo-For-Sale/ON/Toronto/Mimico/10-Park-Lawn-Rd/84388597.html,"$635,000 CAD",2 Beds,2 Baths,799 Sqft,Condo
1158,"20 Tubman Ave, Toronto, Ontario",-79.359362,43.660605,/CA/Condo-For-Sale/ON/Toronto/Regent-Park-Trefann-Court/20-Tubman-Ave/83504324.html,"$595,000 CAD",1 Bed,1 Bath,730 Sqft,Condo
1159,"62 Lynd Avenue, Toronto, Ontario",-79.449065,43.651321,/CA/Home-For-Sale/ON/Toronto/Roncesvalles/62-Lynd-Avenue/86999225.html,"$1,198,000 CAD",3 Beds,2 Baths,--,Single family
1160,"1151 Markham Rd., Toronto, Ontario",-79.231107,43.776168,/CA/Condo-For-Sale/ON/Toronto/Curran-Hall/1151-Markham-Rd/85799236.html,"$542,990 CAD",1 Bed,1 Bath,678 Sqft,Condo
1161,"51 East Liberty St, Toronto, Ontario",-79.412811,43.638563,/CA/Condo-For-Sale/ON/Toronto/King-West-Village/51-East-Liberty-St/85319469.html,"$499,000 CAD",1 Bed,1 Bath,--,Condo
1162,"65 East Liberty St, Toronto, Ontario",-79.414143,43.638158,/CA/Condo-For-Sale/ON/Toronto/King-West-Village/65-East-Liberty-St/85245741.html,"$574,900 CAD",1 Bed,1 Bath,--,Condo
1163,"30 Ordnance St, Toronto, Ontario",-79.409769,43.639732,/CA/Condo-For-Sale/ON/Toronto/Fort-York/30-Ordnance-St/84388604.html,"$699,000 CAD",1 Bed,1 Bath,699 Sqft,Condo
1164,"Liberty Market Tower, Toronto, Ontario",-79.417796,43.638325,/CA/Condo-For-Sale/ON/Toronto/King-West-Village/Liberty-Market-Tower/85649986.html,"$600,000 CAD",--,--,--,Condo
1165,"Lake & Town Urban Townhomes, Etobicoke, Ontario",-79.5656,43.6436,/CA/Home-For-Sale/ON/Toronto/Bloordale-West-Mall/Lake-Town-Urban-Townhomes/86557282.html,"$625,000 CAD",2 Beds,2 Baths,900 Sqft,Townhouse
1166,"No 55 Mercer Condos, Toronto, Ontario",-79.391724,43.645299,/CA/Home-For-Sale/ON/Toronto/Entertainment-District/No-55-Mercer-Condos/85825900.html,"$600,000 CAD",--,--,--,Residential
1167,"280 Keele Street , Toronto, Ontario",-79.464562,43.665248,/CA/Home-For-Sale/ON/Toronto/West-End-Toronto/High-Park/280-Keele-Street-/85914340.html,"$1,498,000 CAD",6 Beds,3 Baths,--,Single family
1168,"102 Resurrection Road, Toronto, Ontario",-79.3849,43.6529,/CA/Home-For-Sale/ON/Toronto/Islington-Village/102-Resurrection-Road/86999199.html,"$799,000 CAD",2 Beds,1 Bath,--,Townhouse
1169,"85 Queens Wharf Rd, Toronto, Ontario",-79.398839,43.638833,/CA/Condo-For-Sale/ON/Toronto/Cityplace/85-Queens-Wharf-Rd/85246442.html,"$485,000 CAD",--,1 Bath,--,Condo
1170,"17 Zorra St Toronto Ontario M8Z4Z6, Toronto, Ontario",-79.521545,43.621156,/CA/Home-For-Sale/ON/Toronto/The-Queensway/17-Zorra-St-Toronto-Ontario-M8Z4Z6/80549771.html,"$499,990 CAD",2 Beds,2 Baths,--,Apartment
1171,"No address available, Toronto, Ontario",-79.383403,43.775282,/CA/Home-For-Sale/ON/Toronto/Bayview-Village/No-address-available/85781258.html,"$3,858,000 CAD",4 Beds,6 Baths,--,Residential
1172,"14 Tucker St Thorold (Niagara) Ontario, Toronto, Ontario",-79.305865,43.716326,/CA/Home-For-Sale/ON/Toronto/Parkview-Hills/14-Tucker-St-Thorold-Niagara-Ontario/87198740.html,"$650,000 CAD",--,--,--,Residential
1173,"33 Shore Breeze Dr, Toronto, Ontario",-79.478979,43.623426,/CA/Condo-For-Sale/ON/Toronto/Humber-Bay/33-Shore-Breeze-Dr/83854942.html,"$649,000 CAD",1 Bed,1 Bath,699 Sqft,Condo
1174,"Central Etobicoke, Toronto, Ontario",-79.5602,43.6609,/CA/Home-For-Sale/ON/Toronto/West-Deane-Park/Central-Etobicoke/85243822.html,"$1,150,000 CAD",3 Beds,2 Baths,--,Residential
1175,"Sky Tower One Yonge Condos - 11 Yonge Street, Toronto, Ontario",-79.3849,43.6529,/CA/Home-For-Sale/ON/Toronto/Bay-Street-Corridor/Sky-Tower-One-Yonge-Condos-11-Yonge-Street/86526155.html,"$769,900 CAD",1 Bed,1 Bath,550 Sqft,Apartment
1176,"175 Norseman St, Toronto, Ontario",-79.521797,43.633355,/CA/Home-For-Sale/ON/Toronto/The-Queensway/175-Norseman-St/85243796.html,"$1,029,900 CAD",3 Beds,3 Baths,--,Residential
1177,"88 Queen Condos, Toronto, Ontario",-79.374653,43.65368,/CA/Condo-For-Sale/ON/Toronto/Garden-District/88-Queen-Condos/85826116.html,"$600,000 CAD",--,--,--,Condo
1178,"130 Resurrection Road, Toronto, Ontario",-79.531388,43.644483,/CA/Home-For-Sale/ON/Toronto/Islington-Village/130-Resurrection-Road/84039230.html,"$789,000 CAD",3 Beds,2 Baths,--,Townhouse
1179,"250 Manitoba St, Toronto, Ontario",-79.489962,43.624447,/CA/Condo-For-Sale/ON/Toronto/Mimico/250-Manitoba-St/85243803.html,"$729,000 CAD",2 Beds,2 Baths,--,Condo
1180,"2855 Bloor Street W  209, Toronto, Ontario",-79.500319,43.649532,/CA/Condo-For-Sale/ON/Toronto/Sunnylea/2855-Bloor-Street-W-/80433860.html,"$1,269,000 CAD",2 Beds,2 Baths,--,Condo
1181,"10 Park Lawn Rd, Toronto, Ontario",-79.483934,43.623221,/CA/Condo-For-Sale/ON/Toronto/Mimico/10-Park-Lawn-Rd/84388597.html,"$635,000 CAD",2 Beds,2 Baths,799 Sqft,Condo
1182,"20 Tubman Ave, Toronto, Ontario",-79.359362,43.660605,/CA/Condo-For-Sale/ON/Toronto/Regent-Park-Trefann-Court/20-Tubman-Ave/83504324.html,"$595,000 CAD",1 Bed,1 Bath,730 Sqft,Condo
1183,"62 Lynd Avenue, Toronto, Ontario",-79.449065,43.651321,/CA/Home-For-Sale/ON/Toronto/Roncesvalles/62-Lynd-Avenue/86999225.html,"$1,198,000 CAD",3 Beds,2 Baths,--,Single family
1184,"1151 Markham Rd., Toronto, Ontario",-79.231107,43.776168,/CA/Condo-For-Sale/ON/Toronto/Curran-Hall/1151-Markham-Rd/85799236.html,"$542,990 CAD",1 Bed,1 Bath,678 Sqft,Condo
1185,"51 East Liberty St, Toronto, Ontario",-79.412811,43.638563,/CA/Condo-For-Sale/ON/Toronto/King-West-Village/51-East-Liberty-St/85319469.html,"$499,000 CAD",1 Bed,1 Bath,--,Condo
1186,"65 East Liberty St, Toronto, Ontario",-79.414143,43.638158,/CA/Condo-For-Sale/ON/Toronto/King-West-Village/65-East-Liberty-St/85245741.html,"$574,900 CAD",1 Bed,1 Bath,--,Condo
1187,"30 Ordnance St, Toronto, Ontario",-79.409769,43.639732,/CA/Condo-For-Sale/ON/Toronto/Fort-York/30-Ordnance-St/84388604.html,"$699,000 CAD",1 Bed,1 Bath,699 Sqft,Condo
1188,"Liberty Market Tower, Toronto, Ontario",-79.417796,43.638325,/CA/Condo-For-Sale/ON/Toronto/King-West-Village/Liberty-Market-Tower/85649986.html,"$600,000 CAD",--,--,--,Condo
1189,"Lake & Town Urban Townhomes, Etobicoke, Ontario",-79.5656,43.6436,/CA/Home-For-Sale/ON/Toronto/Bloordale-West-Mall/Lake-Town-Urban-Townhomes/86557282.html,"$625,000 CAD",2 Beds,2 Baths,900 Sqft,Townhouse
1190,"No 55 Mercer Condos, Toronto, Ontario",-79.391724,43.645299,/CA/Home-For-Sale/ON/Toronto/Entertainment-District/No-55-Mercer-Condos/85825900.html,"$600,000 CAD",--,--,--,Residential
1191,"280 Keele Street , Toronto, Ontario",-79.464562,43.665248,/CA/Home-For-Sale/ON/Toronto/West-End-Toronto/High-Park/280-Keele-Street-/85914340.html,"$1,498,000 CAD",6 Beds,3 Baths,--,Single family
1192,"102 Resurrection Road, Toronto, Ontario",-79.3849,43.6529,/CA/Home-For-Sale/ON/Toronto/Islington-Village/102-Resurrection-Road/86999199.html,"$799,000 CAD",2 Beds,1 Bath,--,Townhouse
1193,"85 Queens Wharf Rd, Toronto, Ontario",-79.398839,43.638833,/CA/Condo-For-Sale/ON/Toronto/Cityplace/85-Queens-Wharf-Rd/85246442.html,"$485,000 CAD",--,1 Bath,--,Condo
1194,"17 Zorra St Toronto Ontario M8Z4Z6, Toronto, Ontario",-79.521545,43.621156,/CA/Home-For-Sale/ON/Toronto/The-Queensway/17-Zorra-St-Toronto-Ontario-M8Z4Z6/80549771.html,"$499,990 CAD",2 Beds,2 Baths,--,Apartment
1195,"No address available, Toronto, Ontario",-79.383403,43.775282,/CA/Home-For-Sale/ON/Toronto/Bayview-Village/No-address-available/85781258.html,"$3,858,000 CAD",4 Beds,6 Baths,--,Residential
1196,"14 Tucker St Thorold (Niagara) Ontario, Toronto, Ontario",-79.305865,43.716326,/CA/Home-For-Sale/ON/Toronto/Parkview-Hills/14-Tucker-St-Thorold-Niagara-Ontario/87198740.html,"$650,000 CAD",--,--,--,Residential
1197,"33 Shore Breeze Dr, Toronto, Ontario",-79.478979,43.623426,/CA/Condo-For-Sale/ON/Toronto/Humber-Bay/33-Shore-Breeze-Dr/83854942.html,"$649,000 CAD",1 Bed,1 Bath,699 Sqft,Condo
1198,"Central Etobicoke, Toronto, Ontario",-79.5602,43.6609,/CA/Home-For-Sale/ON/Toronto/West-Deane-Park/Central-Etobicoke/85243822.html,"$1,150,000 CAD",3 Beds,2 Baths,--,Residential
1199,"Sky Tower One Yonge Condos - 11 Yonge Street, Toronto, Ontario",-79.3849,43.6529,/CA/Home-For-Sale/ON/Toronto/Bay-Street-Corridor/Sky-Tower-One-Yonge-Condos-11-Yonge-Street/86526155.html,"$769,900 CAD",1 Bed,1 Bath,550 Sqft,Apartment
1200,"175 Norseman St, Toronto, Ontario",-79.521797,43.633355,/CA/Home-For-Sale/ON/Toronto/The-Queensway/175-Norseman-St/85243796.html,"$1,029,900 CAD",3 Beds,3 Baths,--,Residential
1201,"88 Queen Condos, Toronto, Ontario",-79.374653,43.65368,/CA/Condo-For-Sale/ON/Toronto/Garden-District/88-Queen-Condos/85826116.html,"$600,000 CAD",--,--,--,Condo
1202,"130 Resurrection Road, Toronto, Ontario",-79.531388,43.644483,/CA/Home-For-Sale/ON/Toronto/Islington-Village/130-Resurrection-Road/84039230.html,"$789,000 CAD",3 Beds,2 Baths,--,Townhouse
1203,"250 Manitoba St, Toronto, Ontario",-79.489962,43.624447,/CA/Condo-For-Sale/ON/Toronto/Mimico/250-Manitoba-St/85243803.html,"$729,000 CAD",2 Beds,2 Baths,--,Condo
1204,"2855 Bloor Street W  209, Toronto, Ontario",-79.500319,43.649532,/CA/Condo-For-Sale/ON/Toronto/Sunnylea/2855-Bloor-Street-W-/80433860.html,"$1,269,000 CAD",2 Beds,2 Baths,--,Condo
1205,"10 Park Lawn Rd, Toronto, Ontario",-79.483934,43.623221,/CA/Condo-For-Sale/ON/Toronto/Mimico/10-Park-Lawn-Rd/84388597.html,"$635,000 CAD",2 Beds,2 Baths,799 Sqft,Condo
1206,"20 Tubman Ave, Toronto, Ontario",-79.359362,43.660605,/CA/Condo-For-Sale/ON/Toronto/Regent-Park-Trefann-Court/20-Tubman-Ave/83504324.html,"$595,000 CAD",1 Bed,1 Bath,730 Sqft,Condo
1207,"62 Lynd Avenue, Toronto, Ontario",-79.449065,43.651321,/CA/Home-For-Sale/ON/Toronto/Roncesvalles/62-Lynd-Avenue/86999225.html,"$1,198,000 CAD",3 Beds,2 Baths,--,Single family
1208,"1151 Markham Rd., Toronto, Ontario",-79.231107,43.776168,/CA/Condo-For-Sale/ON/Toronto/Curran-Hall/1151-Markham-Rd/85799236.html,"$542,990 CAD",1 Bed,1 Bath,678 Sqft,Condo
1209,"51 East Liberty St, Toronto, Ontario",-79.412811,43.638563,/CA/Condo-For-Sale/ON/Toronto/King-West-Village/51-East-Liberty-St/85319469.html,"$499,000 CAD",1 Bed,1 Bath,--,Condo
1210,"65 East Liberty St, Toronto, Ontario",-79.414143,43.638158,/CA/Condo-For-Sale/ON/Toronto/King-West-Village/65-East-Liberty-St/85245741.html,"$574,900 CAD",1 Bed,1 Bath,--,Condo
1211,"30 Ordnance St, Toronto, Ontario",-79.409769,43.639732,/CA/Condo-For-Sale/ON/Toronto/Fort-York/30-Ordnance-St/84388604.html,"$699,000 CAD",1 Bed,1 Bath,699 Sqft,Condo
1212,"Liberty Market Tower, Toronto, Ontario",-79.417796,43.638325,/CA/Condo-For-Sale/ON/Toronto/King-West-Village/Liberty-Market-Tower/85649986.html,"$600,000 CAD",--,--,--,Condo
1213,"Lake & Town Urban Townhomes, Etobicoke, Ontario",-79.5656,43.6436,/CA/Home-For-Sale/ON/Toronto/Bloordale-West-Mall/Lake-Town-Urban-Townhomes/86557282.html,"$625,000 CAD",2 Beds,2 Baths,900 Sqft,Townhouse
1214,"No 55 Mercer Condos, Toronto, Ontario",-79.391724,43.645299,/CA/Home-For-Sale/ON/Toronto/Entertainment-District/No-55-Mercer-Condos/85825900.html,"$600,000 CAD",--,--,--,Residential
1215,"280 Keele Street , Toronto, Ontario",-79.464562,43.665248,/CA/Home-For-Sale/ON/Toronto/West-End-Toronto/High-Park/280-Keele-Street-/85914340.html,"$1,498,000 CAD",6 Beds,3 Baths,--,Single family
1216,"102 Resurrection Road, Toronto, Ontario",-79.3849,43.6529,/CA/Home-For-Sale/ON/Toronto/Islington-Village/102-Resurrection-Road/86999199.html,"$799,000 CAD",2 Beds,1 Bath,--,Townhouse
1217,"85 Queens Wharf Rd, Toronto, Ontario",-79.398839,43.638833,/CA/Condo-For-Sale/ON/Toronto/Cityplace/85-Queens-Wharf-Rd/85246442.html,"$485,000 CAD",--,1 Bath,--,Condo
1218,"17 Zorra St Toronto Ontario M8Z4Z6, Toronto, Ontario",-79.521545,43.621156,/CA/Home-For-Sale/ON/Toronto/The-Queensway/17-Zorra-St-Toronto-Ontario-M8Z4Z6/80549771.html,"$499,990 CAD",2 Beds,2 Baths,--,Apartment
1219,"No address available, Toronto, Ontario",-79.383403,43.775282,/CA/Home-For-Sale/ON/Toronto/Bayview-Village/No-address-available/85781258.html,"$3,858,000 CAD",4 Beds,6 Baths,--,Residential
1220,"14 Tucker St Thorold (Niagara) Ontario, Toronto, Ontario",-79.305865,43.716326,/CA/Home-For-Sale/ON/Toronto/Parkview-Hills/14-Tucker-St-Thorold-Niagara-Ontario/87198740.html,"$650,000 CAD",--,--,--,Residential
1221,"33 Shore Breeze Dr, Toronto, Ontario",-79.478979,43.623426,/CA/Condo-For-Sale/ON/Toronto/Humber-Bay/33-Shore-Breeze-Dr/83854942.html,"$649,000 CAD",1 Bed,1 Bath,699 Sqft,Condo
1222,"Central Etobicoke, Toronto, Ontario",-79.5602,43.6609,/CA/Home-For-Sale/ON/Toronto/West-Deane-Park/Central-Etobicoke/85243822.html,"$1,150,000 CAD",3 Beds,2 Baths,--,Residential
1223,"Sky Tower One Yonge Condos - 11 Yonge Street, Toronto, Ontario",-79.3849,43.6529,/CA/Home-For-Sale/ON/Toronto/Bay-Street-Corridor/Sky-Tower-One-Yonge-Condos-11-Yonge-Street/86526155.html,"$769,900 CAD",1 Bed,1 Bath,550 Sqft,Apartment
1224,"175 Norseman St, Toronto, Ontario",-79.521797,43.633355,/CA/Home-For-Sale/ON/Toronto/The-Queensway/175-Norseman-St/85243796.html,"$1,029,900 CAD",3 Beds,3 Baths,--,Residential
1225,"88 Queen Condos, Toronto, Ontario",-79.374653,43.65368,/CA/Condo-For-Sale/ON/Toronto/Garden-District/88-Queen-Condos/85826116.html,"$600,000 CAD",--,--,--,Condo
1226,"130 Resurrection Road, Toronto, Ontario",-79.531388,43.644483,/CA/Home-For-Sale/ON/Toronto/Islington-Village/130-Resurrection-Road/84039230.html,"$789,000 CAD",3 Beds,2 Baths,--,Townhouse
1227,"250 Manitoba St, Toronto, Ontario",-79.489962,43.624447,/CA/Condo-For-Sale/ON/Toronto/Mimico/250-Manitoba-St/85243803.html,"$729,000 CAD",2 Beds,2 Baths,--,Condo
1228,"2855 Bloor Street W  209, Toronto, Ontario",-79.500319,43.649532,/CA/Condo-For-Sale/ON/Toronto/Sunnylea/2855-Bloor-Street-W-/80433860.html,"$1,269,000 CAD",2 Beds,2 Baths,--,Condo
1229,"10 Park Lawn Rd, Toronto, Ontario",-79.483934,43.623221,/CA/Condo-For-Sale/ON/Toronto/Mimico/10-Park-Lawn-Rd/84388597.html,"$635,000 CAD",2 Beds,2 Baths,799 Sqft,Condo
1230,"20 Tubman Ave, Toronto, Ontario",-79.359362,43.660605,/CA/Condo-For-Sale/ON/Toronto/Regent-Park-Trefann-Court/20-Tubman-Ave/83504324.html,"$595,000 CAD",1 Bed,1 Bath,730 Sqft,Condo
1231,"62 Lynd Avenue, Toronto, Ontario",-79.449065,43.651321,/CA/Home-For-Sale/ON/Toronto/Roncesvalles/62-Lynd-Avenue/86999225.html,"$1,198,000 CAD",3 Beds,2 Baths,--,Single family
1232,"1151 Markham Rd., Toronto, Ontario",-79.231107,43.776168,/CA/Condo-For-Sale/ON/Toronto/Curran-Hall/1151-Markham-Rd/85799236.html,"$542,990 CAD",1 Bed,1 Bath,678 Sqft,Condo
1233,"51 East Liberty St, Toronto, Ontario",-79.412811,43.638563,/CA/Condo-For-Sale/ON/Toronto/King-West-Village/51-East-Liberty-St/85319469.html,"$499,000 CAD",1 Bed,1 Bath,--,Condo
1234,"65 East Liberty St, Toronto, Ontario",-79.414143,43.638158,/CA/Condo-For-Sale/ON/Toronto/King-West-Village/65-East-Liberty-St/85245741.html,"$574,900 CAD",1 Bed,1 Bath,--,Condo
1235,"30 Ordnance St, Toronto, Ontario",-79.409769,43.639732,/CA/Condo-For-Sale/ON/Toronto/Fort-York/30-Ordnance-St/84388604.html,"$699,000 CAD",1 Bed,1 Bath,699 Sqft,Condo
1236,"Liberty Market Tower, Toronto, Ontario",-79.417796,43.638325,/CA/Condo-For-Sale/ON/Toronto/King-West-Village/Liberty-Market-Tower/85649986.html,"$600,000 CAD",--,--,--,Condo
1237,"Lake & Town Urban Townhomes, Etobicoke, Ontario",-79.5656,43.6436,/CA/Home-For-Sale/ON/Toronto/Bloordale-West-Mall/Lake-Town-Urban-Townhomes/86557282.html,"$625,000 CAD",2 Beds,2 Baths,900 Sqft,Townhouse
1238,"No 55 Mercer Condos, Toronto, Ontario",-79.391724,43.645299,/CA/Home-For-Sale/ON/Toronto/Entertainment-District/No-55-Mercer-Condos/85825900.html,"$600,000 CAD",--,--,--,Residential
1239,"280 Keele Street , Toronto, Ontario",-79.464562,43.665248,/CA/Home-For-Sale/ON/Toronto/West-End-Toronto/High-Park/280-Keele-Street-/85914340.html,"$1,498,000 CAD",6 Beds,3 Baths,--,Single family
1240,"102 Resurrection Road, Toronto, Ontario",-79.3849,43.6529,/CA/Home-For-Sale/ON/Toronto/Islington-Village/102-Resurrection-Road/86999199.html,"$799,000 CAD",2 Beds,1 Bath,--,Townhouse
1241,"85 Queens Wharf Rd, Toronto, Ontario",-79.398839,43.638833,/CA/Condo-For-Sale/ON/Toronto/Cityplace/85-Queens-Wharf-Rd/85246442.html,"$485,000 CAD",--,1 Bath,--,Condo
1242,"17 Zorra St Toronto Ontario M8Z4Z6, Toronto, Ontario",-79.521545,43.621156,/CA/Home-For-Sale/ON/Toronto/The-Queensway/17-Zorra-St-Toronto-Ontario-M8Z4Z6/80549771.html,"$499,990 CAD",2 Beds,2 Baths,--,Apartment
1243,"No address available, Toronto, Ontario",-79.383403,43.775282,/CA/Home-For-Sale/ON/Toronto/Bayview-Village/No-address-available/85781258.html,"$3,858,000 CAD",4 Beds,6 Baths,--,Residential
1244,"14 Tucker St Thorold (Niagara) Ontario, Toronto, Ontario",-79.305865,43.716326,/CA/Home-For-Sale/ON/Toronto/Parkview-Hills/14-Tucker-St-Thorold-Niagara-Ontario/87198740.html,"$650,000 CAD",--,--,--,Residential
1245,"33 Shore Breeze Dr, Toronto, Ontario",-79.478979,43.623426,/CA/Condo-For-Sale/ON/Toronto/Humber-Bay/33-Shore-Breeze-Dr/83854942.html,"$649,000 CAD",1 Bed,1 Bath,699 Sqft,Condo
1246,"Central Etobicoke, Toronto, Ontario",-79.5602,43.6609,/CA/Home-For-Sale/ON/Toronto/West-Deane-Park/Central-Etobicoke/85243822.html,"$1,150,000 CAD",3 Beds,2 Baths,--,Residential
1247,"Sky Tower One Yonge Condos - 11 Yonge Street, Toronto, Ontario",-79.3849,43.6529,/CA/Home-For-Sale/ON/Toronto/Bay-Street-Corridor/Sky-Tower-One-Yonge-Condos-11-Yonge-Street/86526155.html,"$769,900 CAD",1 Bed,1 Bath,550 Sqft,Apartment
1248,"175 Norseman St, Toronto, Ontario",-79.521797,43.633355,/CA/Home-For-Sale/ON/Toronto/The-Queensway/175-Norseman-St/85243796.html,"$1,029,900 CAD",3 Beds,3 Baths,--,Residential
1249,"88 Queen Condos, Toronto, Ontario",-79.374653,43.65368,/CA/Condo-For-Sale/ON/Toronto/Garden-District/88-Queen-Condos/85826116.html,"$600,000 CAD",--,--,--,Condo
1250,"130 Resurrection Road, Toronto, Ontario",-79.531388,43.644483,/CA/Home-For-Sale/ON/Toronto/Islington-Village/130-Resurrection-Road/84039230.html,"$789,000 CAD",3 Beds,2 Baths,--,Townhouse
